year,issue,company,ticker,sponsorType,meanActivist,modeDistinct
2014,no-esg,"TTY BIOPHARM CO., LTD.",,,0.0,-1
2014,no-esg,"TTY BIOPHARM CO., LTD.",,,0.0,-1
2014,no-esg,"TTY BIOPHARM CO., LTD.",,,0.0,-1
2014,no-esg,GREAT CHINA METAL INDUSTRY CO LTD,,,0.0,-1
2014,no-esg,GREAT CHINA METAL INDUSTRY CO LTD,,,0.0,-1
2014,no-esg,"TOPCO SCIENTIFIC CO., LTD.",,,0.0,-1
2014,no-esg,"TOPCO SCIENTIFIC CO., LTD.",,,0.0,-1
2014,no-esg,"TOPCO SCIENTIFIC CO., LTD.",,,0.0,-1
2014,no-esg,GREAT CHINA METAL INDUSTRY CO LTD,,,0.0,-1
2014,no-esg,GREAT CHINA METAL INDUSTRY CO LTD,,,0.0,-1
2014,no-esg,GREAT CHINA METAL INDUSTRY CO LTD,,,0.0,-1
2014,no-esg,GREAT CHINA METAL INDUSTRY CO LTD,,,0.0,-1
2014,no-esg,GREAT CHINA METAL INDUSTRY CO LTD,,,0.0,-1
2014,no-esg,GREAT CHINA METAL INDUSTRY CO LTD,,,0.0,-1
2014,no-esg,GREAT CHINA METAL INDUSTRY CO LTD,,,0.0,-1
2014,no-esg,HUNG SHENG CONSTRUCTION CO LTD,,,1.0,0
2014,no-esg,HUNG SHENG CONSTRUCTION CO LTD,,,1.0,0
2014,no-esg,HUNG SHENG CONSTRUCTION CO LTD,,,1.0,0
2014,no-esg,HUNG SHENG CONSTRUCTION CO LTD,,,1.0,0
2014,no-esg,HUNG SHENG CONSTRUCTION CO LTD,,,1.0,0
2014,no-esg,"JOHNSON HEALTH TECH. CO., LTD.",,,0.0,-1
2014,no-esg,"JOHNSON HEALTH TECH. CO., LTD.",,,0.0,-1
2014,no-esg,"JOHNSON HEALTH TECH. CO., LTD.",,,0.0,-1
2014,no-esg,"JOHNSON HEALTH TECH. CO., LTD.",,,0.0,-1
2014,no-esg,"JOHNSON HEALTH TECH. CO., LTD.",,,0.0,-1
2014,no-esg,"JOHNSON HEALTH TECH. CO., LTD.",,,0.0,-1
2014,no-esg,"JOHNSON HEALTH TECH. CO., LTD.",,,0.0,-1
2014,no-esg,"JOHNSON HEALTH TECH. CO., LTD.",,,0.0,-1
2014,no-esg,"JOHNSON HEALTH TECH. CO., LTD.",,,0.0,-1
2014,no-esg,MOSEL VITELIC INC.,,,0.0,-1
2014,no-esg,MOSEL VITELIC INC.,,,0.0,-1
2014,no-esg,MOSEL VITELIC INC.,,,0.0,-1
2014,no-esg,MOSEL VITELIC INC.,,,0.0,-1
2014,no-esg,MOSEL VITELIC INC.,,,0.0,-1
2014,no-esg,MOSEL VITELIC INC.,,,0.0,-1
2014,gg,JAPAN TOBACCO INC,JAPAY,,0.0,0
2014,gg,JAPAN TOBACCO INC,JAPAY,,0.0,0
2014,no-esg,TAIWAN SECOM CO. LTD.,,,0.0,-1
2014,no-esg,TAIWAN SECOM CO. LTD.,,,0.0,-1
2014,no-esg,TAIWAN SECOM CO. LTD.,,,0.0,-1
2014,no-esg,TAIWAN SECOM CO. LTD.,,,0.0,-1
2014,no-esg,TAIWAN SECOM CO. LTD.,,,0.0,-1
2014,no-esg,TAIWAN SECOM CO. LTD.,,,0.0,-1
2014,no-esg,TAIWAN SECOM CO. LTD.,,,0.0,-1
2014,no-esg,TAIWAN SECOM CO. LTD.,,,0.0,-1
2014,no-esg,TAIWAN SECOM CO. LTD.,,,0.0,-1
2014,no-esg,TAIWAN SECOM CO. LTD.,,,0.0,-1
2014,no-esg,TAIWAN SECOM CO. LTD.,,,0.0,-1
2014,no-esg,TAIWAN SECOM CO. LTD.,,,0.0,-1
2014,no-esg,TAIWAN SECOM CO. LTD.,,,0.0,-1
2014,no-esg,TAIWAN SECOM CO. LTD.,,,0.0,-1
2014,no-esg,AGORA SA,,,0.0,-1
2014,soc,ALTABA INC.,AABA,SRI fund,0.0,0
2014,no-esg,SLM CORPORATION,SLM,union,0.0,-1
2014,gg,"SHANGHAI SHIBEI HI-TECH CO., LTD.",,,1.0,0
2014,no-esg,"SHANGHAI SHIBEI HI-TECH CO., LTD.",,,1.0,0
2014,no-esg,GRAND PACIFIC PETROCHEMICAL CORP.,,,0.0,-1
2014,no-esg,GRAND PACIFIC PETROCHEMICAL CORP.,,,0.0,-1
2014,no-esg,GRAND PACIFIC PETROCHEMICAL CORP.,,,0.0,-1
2014,no-esg,GRAND PACIFIC PETROCHEMICAL CORP.,,,0.0,-1
2014,env,ALTABA INC.,AABA,SRI fund,0.0,0
2014,no-esg,ALTABA INC.,AABA,public pension,0.0,0
2014,no-esg,"BANK OF COMMUNICATIONS CO., LTD.",,,1.0,0
2014,no-esg,"BANK OF COMMUNICATIONS CO., LTD.",,,1.0,0
2014,gg,TOSHIBA CORP.,TOSYY,,0.0,0
2014,env,TOSHIBA CORP.,TOSYY,,0.0,0
2014,no-esg,TOSHIBA CORP.,TOSYY,,0.0,0
2014,no-esg,TOSHIBA CORP.,TOSYY,,0.0,0
2014,no-esg,GOLD CIRCUIT ELECTRONICS LTD,,,0.0,-1
2014,no-esg,GOLD CIRCUIT ELECTRONICS LTD,,,0.0,-1
2014,no-esg,GOLD CIRCUIT ELECTRONICS LTD,,,0.0,-1
2014,no-esg,GOLD CIRCUIT ELECTRONICS LTD,,,0.0,-1
2014,no-esg,GOLD CIRCUIT ELECTRONICS LTD,,,0.0,-1
2014,no-esg,GOLD CIRCUIT ELECTRONICS LTD,,,0.0,-1
2014,no-esg,GOLD CIRCUIT ELECTRONICS LTD,,,0.0,-1
2014,no-esg,GOLD CIRCUIT ELECTRONICS LTD,,,0.0,-1
2014,no-esg,GOLD CIRCUIT ELECTRONICS LTD,,,0.0,-1
2014,no-esg,GOLD CIRCUIT ELECTRONICS LTD,,,0.0,-1
2014,no-esg,"KING SLIDE WORKS CO., LTD.",,,0.0,-1
2014,env,HOKURIKU ELECTRIC POWER,,,0.0,0
2014,env,HOKURIKU ELECTRIC POWER,,,0.0,0
2014,env,HOKURIKU ELECTRIC POWER,,,0.0,0
2014,gg,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,gg,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,gg,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,gg,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,gg,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,gg,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,no-esg,ARDENTEC CORP.,,,0.0,-1
2014,no-esg,ARDENTEC CORP.,,,0.0,-1
2014,no-esg,ARDENTEC CORP.,,,0.0,-1
2014,no-esg,ARDENTEC CORP.,,,0.0,-1
2014,no-esg,ARDENTEC CORP.,,,0.0,-1
2014,no-esg,ARDENTEC CORP.,,,0.0,-1
2014,no-esg,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,no-esg,"YEA SHIN INTERNATIONAL DEVELOPMENT CO., LTD.",,,0.0,-1
2014,no-esg,"YEA SHIN INTERNATIONAL DEVELOPMENT CO., LTD.",,,0.0,-1
2014,no-esg,"YEA SHIN INTERNATIONAL DEVELOPMENT CO., LTD.",,,0.0,-1
2014,no-esg,HOKURIKU ELECTRIC POWER,,,0.0,0
2014,gg,HOKURIKU ELECTRIC POWER,,,1.0,1
2014,no-esg,KING'S TOWN CONSTRUCTION,,,0.0,-1
2014,no-esg,KING'S TOWN CONSTRUCTION,,,0.0,-1
2014,no-esg,KING'S TOWN CONSTRUCTION,,,0.0,-1
2014,no-esg,KING'S TOWN CONSTRUCTION,,,0.0,-1
2014,no-esg,KING'S TOWN CONSTRUCTION,,,0.0,-1
2014,no-esg,KING'S TOWN CONSTRUCTION,,,0.0,-1
2014,no-esg,KING'S TOWN CONSTRUCTION,,,0.0,-1
2014,env,KYUSHU ELECTRIC POWER CO. INC.,,,0.0,0
2014,env,KYUSHU ELECTRIC POWER CO. INC.,,,0.0,0
2014,env,KYUSHU ELECTRIC POWER CO. INC.,,,0.0,0
2014,env,SHIKOKU ELECTRIC POWER CO. INC.,,,0.0,0
2014,no-esg,SHIKOKU ELECTRIC POWER CO. INC.,,,0.0,0
2014,soc,INES CORP.,,,0.0,0
2014,no-esg,SOLARTECH ENERGY CORP.,,,0.0,-1
2014,no-esg,SOLARTECH ENERGY CORP.,,,0.0,-1
2014,no-esg,SOLARTECH ENERGY CORP.,,,0.0,-1
2014,no-esg,SOLARTECH ENERGY CORP.,,,0.0,-1
2014,no-esg,SOLARTECH ENERGY CORP.,,,0.0,-1
2014,no-esg,SOLARTECH ENERGY CORP.,,,0.0,-1
2014,no-esg,SOLARTECH ENERGY CORP.,,,0.0,-1
2014,no-esg,SOLARTECH ENERGY CORP.,,,0.0,-1
2014,no-esg,SOLARTECH ENERGY CORP.,,,0.0,-1
2014,no-esg,POWERTECH TECHNOLOGY INC.,,,1.0,0
2014,no-esg,POWERTECH TECHNOLOGY INC.,,,1.0,0
2014,no-esg,POWERTECH TECHNOLOGY INC.,,,1.0,0
2014,no-esg,POWERTECH TECHNOLOGY INC.,,,1.0,0
2014,no-esg,POWERTECH TECHNOLOGY INC.,,,1.0,0
2014,no-esg,POWERTECH TECHNOLOGY INC.,,,1.0,0
2014,no-esg,SINO-AMERICAN SILICON PRODUCTS INC,,,1.0,0
2014,no-esg,SINO-AMERICAN SILICON PRODUCTS INC,,,1.0,0
2014,no-esg,SINO-AMERICAN SILICON PRODUCTS INC,,,1.0,0
2014,no-esg,SINO-AMERICAN SILICON PRODUCTS INC,,,1.0,0
2014,no-esg,SINO-AMERICAN SILICON PRODUCTS INC,,,1.0,0
2014,no-esg,SINO-AMERICAN SILICON PRODUCTS INC,,,1.0,0
2014,no-esg,SINO-AMERICAN SILICON PRODUCTS INC,,,1.0,0
2014,no-esg,SINO-AMERICAN SILICON PRODUCTS INC,,,1.0,0
2014,no-esg,SINO-AMERICAN SILICON PRODUCTS INC,,,1.0,0
2014,no-esg,SINO-AMERICAN SILICON PRODUCTS INC,,,1.0,0
2014,no-esg,SINO-AMERICAN SILICON PRODUCTS INC,,,1.0,0
2014,no-esg,SOLARTECH ENERGY CORP.,,,0.0,-1
2014,no-esg,SOLARTECH ENERGY CORP.,,,0.0,-1
2014,no-esg,SOLARTECH ENERGY CORP.,,,0.0,-1
2014,no-esg,THE KROGER CO.,KR,religious,0.0,0
2014,gg,SHIKOKU ELECTRIC POWER CO. INC.,,,0.0,0
2014,gg,KYUSHU ELECTRIC POWER CO. INC.,,,0.0,0
2014,no-esg,SHANGHAI LINGANG HOLDINGS CORP LTD.,,,1.0,0
2014,no-esg,SHANGHAI LINGANG HOLDINGS CORP LTD.,,,1.0,0
2014,no-esg,SHANGHAI LINGANG HOLDINGS CORP LTD.,,,1.0,0
2014,gg,TOKYO ELECTRIC POWER CO HOLDINGS INC.,TKECY,,0.0,0
2014,env,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,env,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,env,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,env,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,env,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,env,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,env,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,env,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,env,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,env,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,env,TOKYO ELECTRIC POWER CO HOLDINGS INC.,TKECY,,0.0,0
2014,env,TOKYO ELECTRIC POWER CO HOLDINGS INC.,TKECY,,0.0,0
2014,env,TOKYO ELECTRIC POWER CO HOLDINGS INC.,TKECY,,0.0,0
2014,env,TOKYO ELECTRIC POWER CO HOLDINGS INC.,TKECY,,0.0,0
2014,env,TOKYO ELECTRIC POWER CO HOLDINGS INC.,TKECY,,0.0,0
2014,env,TOKYO ELECTRIC POWER CO HOLDINGS INC.,TKECY,,0.0,0
2014,soc,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,gg,HOKKAIDO ELECTRIC POWER CO. INC.,,,0.0,0
2014,gg,HOKKAIDO ELECTRIC POWER CO. INC.,,,1.0,1
2014,gg,HOKKAIDO ELECTRIC POWER CO. INC.,,,1.0,1
2014,gg,HOKKAIDO ELECTRIC POWER CO. INC.,,,1.0,1
2014,no-esg,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,env,CHUBU ELECTRIC POWER CO. INC.,,,0.0,0
2014,env,CHUBU ELECTRIC POWER CO. INC.,,,0.0,0
2014,gg,TOKYO ELECTRIC POWER CO HOLDINGS INC.,TKECY,,0.0,0
2014,gg,CHUGOKU ELECTRIC POWER CO. INC.,CGKEY,,0.0,0
2014,gg,CHUGOKU ELECTRIC POWER CO. INC.,CGKEY,,0.0,0
2014,gg,CHUGOKU ELECTRIC POWER CO. INC.,CGKEY,,0.0,0
2014,env,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,env,CHUGOKU ELECTRIC POWER CO. INC.,CGKEY,,0.0,0
2014,env,CHUGOKU ELECTRIC POWER CO. INC.,CGKEY,,0.0,0
2014,soc,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,no-esg,"YEA SHIN INTERNATIONAL DEVELOPMENT CO., LTD.",,,0.0,-1
2014,no-esg,"YEA SHIN INTERNATIONAL DEVELOPMENT CO., LTD.",,,0.0,-1
2014,no-esg,"YEA SHIN INTERNATIONAL DEVELOPMENT CO., LTD.",,,0.0,-1
2014,no-esg,"YEA SHIN INTERNATIONAL DEVELOPMENT CO., LTD.",,,0.0,-1
2014,soc,TOKYO ELECTRIC POWER CO HOLDINGS INC.,TKECY,,0.0,0
2014,gg,CHUBU ELECTRIC POWER CO. INC.,,,0.0,0
2014,gg,CHUBU ELECTRIC POWER CO. INC.,,,0.0,0
2014,gg,CHUBU ELECTRIC POWER CO. INC.,,,0.0,0
2014,gg,CHUBU ELECTRIC POWER CO. INC.,,,0.0,0
2014,gg,CHUBU ELECTRIC POWER CO. INC.,,,0.0,0
2014,soc,JAPAN DIGITAL LABORATORY,,,1.0,1
2014,env,THE KROGER CO.,KR,Special Interest,0.0,0
2014,no-esg,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,gg,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,gg,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,gg,KANSAI ELECTRIC POWER CO. INC.,KAEPY,,0.0,0
2014,env,KYUSHU ELECTRIC POWER CO. INC.,,,0.0,0
2014,no-esg,CTCI CORP.,,,0.0,-1
2014,no-esg,CTCI CORP.,,,0.0,-1
2014,no-esg,CTCI CORP.,,,0.0,-1
2014,no-esg,CTCI CORP.,,,0.0,-1
2014,no-esg,CTCI CORP.,,,0.0,-1
2014,no-esg,CTCI CORP.,,,0.0,-1
2014,no-esg,CTCI CORP.,,,0.0,-1
2014,no-esg,CTCI CORP.,,,0.0,-1
2014,no-esg,CTCI CORP.,,,0.0,-1
2014,no-esg,CTCI CORP.,,,0.0,-1
2014,no-esg,CHINA RAILWAY GROUP LIMITED,,,1.0,0
2014,no-esg,CHINA RAILWAY GROUP LIMITED,,,1.0,0
2014,env,HOKKAIDO ELECTRIC POWER CO. INC.,,,0.0,0
2014,env,HOKKAIDO ELECTRIC POWER CO. INC.,,,0.0,0
2014,no-esg,ARDENTEC CORP.,,,0.0,-1
2014,no-esg,ARDENTEC CORP.,,,0.0,-1
2014,no-esg,ARDENTEC CORP.,,,0.0,-1
2014,no-esg,TOKYO ELECTRIC POWER CO HOLDINGS INC.,TKECY,,0.0,0
2014,no-esg,TOKYO ELECTRIC POWER CO HOLDINGS INC.,TKECY,,0.0,0
2014,no-esg,TOKYO ELECTRIC POWER CO HOLDINGS INC.,TKECY,,0.0,0
2014,env,TOHOKU ELECTRIC POWER CO. INC.,,,0.0,0
2014,gg,TOHOKU ELECTRIC POWER CO. INC.,,,0.0,0
2014,gg,TOHOKU ELECTRIC POWER CO. INC.,,,0.0,0
2014,no-esg,"SPARK NETWORKS, INC.",LOV,,0.0,-1
2014,no-esg,"SPARK NETWORKS, INC.",LOV,,0.0,-1
2014,no-esg,"SPARK NETWORKS, INC.",LOV,,0.0,-1
2014,no-esg,"SPARK NETWORKS, INC.",LOV,,0.0,-1
2014,no-esg,"SPARK NETWORKS, INC.",LOV,Individual,0.0,0
2014,no-esg,"SPARK NETWORKS, INC.",LOV,Individual,1.0,1
2014,no-esg,"YOUNG FAST OPTOELECTRONICS CO., LTD.",,,0.0,-1
2014,no-esg,"YOUNG FAST OPTOELECTRONICS CO., LTD.",,,0.0,-1
2014,no-esg,"YOUNG FAST OPTOELECTRONICS CO., LTD.",,,0.0,-1
2014,no-esg,"YOUNG FAST OPTOELECTRONICS CO., LTD.",,,0.0,-1
2014,no-esg,"YOUNG FAST OPTOELECTRONICS CO., LTD.",,,0.0,-1
2014,no-esg,"YOUNG FAST OPTOELECTRONICS CO., LTD.",,,0.0,-1
2014,no-esg,"YOUNG FAST OPTOELECTRONICS CO., LTD.",,,0.0,-1
2014,gg,OJI HOLDINGS CORP.,OJIPY,,0.0,0
2014,no-esg,"YOUNG FAST OPTOELECTRONICS CO., LTD.",,,0.0,-1
2014,no-esg,"YOUNG FAST OPTOELECTRONICS CO., LTD.",,,0.0,-1
2014,no-esg,"YOUNG FAST OPTOELECTRONICS CO., LTD.",,,0.0,-1
2014,no-esg,JIANGLING MOTORS CORP. LTD,,,0.0,0
2014,no-esg,JIANGLING MOTORS CORP. LTD,,,0.0,0
2014,no-esg,JIANGLING MOTORS CORP. LTD,,,0.0,0
2014,no-esg,JIANGLING MOTORS CORP. LTD,,,0.0,0
2014,no-esg,JIANGLING MOTORS CORP. LTD,,,0.0,0
2014,no-esg,JIANGLING MOTORS CORP. LTD,,,0.0,0
2014,no-esg,JIANGLING MOTORS CORP. LTD,,,0.0,0
2014,no-esg,JIANGLING MOTORS CORP. LTD,,,0.0,0
2014,no-esg,JIANGLING MOTORS CORP. LTD,,,0.0,0
2014,no-esg,JIANGLING MOTORS CORP. LTD,,,0.0,0
2014,no-esg,JIANGLING MOTORS CORP. LTD,,,0.0,0
2014,no-esg,JIANGLING MOTORS CORP. LTD,,,0.0,0
2014,no-esg,"SPARK NETWORKS, INC.",LOV,other,0.0,-1
2014,no-esg,"SPARK NETWORKS, INC.",LOV,other,1.0,0
2014,no-esg,"MERCURIES LIFE INSURANCE CO., LTD.",,,0.0,-1
2014,no-esg,"MERCURIES LIFE INSURANCE CO., LTD.",,,0.0,-1
2014,no-esg,"MERCURIES LIFE INSURANCE CO., LTD.",,,0.0,-1
2014,no-esg,"MERCURIES LIFE INSURANCE CO., LTD.",,,0.0,-1
2014,no-esg,"MERCURIES LIFE INSURANCE CO., LTD.",,,0.0,-1
2014,no-esg,"MERCURIES LIFE INSURANCE CO., LTD.",,,0.0,-1
2014,no-esg,"DELTA AIR LINES, INC.",DAL,fund,0.0,0
2014,no-esg,"SPARK NETWORKS, INC.",LOV,other,0.0,-1
2014,no-esg,"SPARK NETWORKS, INC.",LOV,other,0.0,-1
2014,no-esg,"FUJI MEDIA HOLDINGS, INC.",,,0.0,0
2014,no-esg,"FUJI MEDIA HOLDINGS, INC.",,,0.0,0
2014,no-esg,SHIHLIN PAPER CORP.,,,0.0,-1
2014,no-esg,"LIANHUA SUPERMARKET HOLDINGS CO., LTD.",,,0.0,0
2014,no-esg,"LIANHUA SUPERMARKET HOLDINGS CO., LTD.",,,0.0,0
2014,no-esg,"LIANHUA SUPERMARKET HOLDINGS CO., LTD.",,,0.0,0
2014,no-esg,"LIANHUA SUPERMARKET HOLDINGS CO., LTD.",,,0.0,0
2014,no-esg,"LIANHUA SUPERMARKET HOLDINGS CO., LTD.",,,0.0,0
2014,no-esg,"LIANHUA SUPERMARKET HOLDINGS CO., LTD.",,,0.0,0
2014,no-esg,"LIANHUA SUPERMARKET HOLDINGS CO., LTD.",,,1.0,-1
2014,no-esg,"LIANHUA SUPERMARKET HOLDINGS CO., LTD.",,,0.0,0
2014,no-esg,"LIANHUA SUPERMARKET HOLDINGS CO., LTD.",,,1.0,-1
2014,no-esg,"LIANHUA SUPERMARKET HOLDINGS CO., LTD.",,,0.0,0
2014,no-esg,"LIANHUA SUPERMARKET HOLDINGS CO., LTD.",,,0.0,0
2014,no-esg,"LIANHUA SUPERMARKET HOLDINGS CO., LTD.",,,0.0,0
2014,no-esg,"LIANHUA SUPERMARKET HOLDINGS CO., LTD.",,,0.0,0
2014,no-esg,"LIANHUA SUPERMARKET HOLDINGS CO., LTD.",,,0.0,0
2014,gg,"FUJI MEDIA HOLDINGS, INC.",,,1.0,1
2014,gg,"FUJI MEDIA HOLDINGS, INC.",,,0.0,0
2014,gg,"FUJI MEDIA HOLDINGS, INC.",,,0.0,0
2014,gg,"FUJI MEDIA HOLDINGS, INC.",,,0.0,0
2014,gg,"FUJI MEDIA HOLDINGS, INC.",,,0.0,0
2014,gg,"FUJI MEDIA HOLDINGS, INC.",,,0.0,0
2014,gg,"FUJI MEDIA HOLDINGS, INC.",,,0.0,0
2014,no-esg,"LIANHUA SUPERMARKET HOLDINGS CO., LTD.",,,0.0,0
2014,no-esg,"LIANHUA SUPERMARKET HOLDINGS CO., LTD.",,,0.0,0
2014,no-esg,GLOBE UNION INDUSTRIAL CORP.,,,0.0,-1
2014,env,"FUJI MEDIA HOLDINGS, INC.",,,0.0,0
2014,no-esg,"FUJI MEDIA HOLDINGS, INC.",,,0.0,0
2014,no-esg,CIR-COMPAGNIE INDUSTRIALI RIUNITE SPA,,,1.0,0
2014,no-esg,COFIDE - GRUPPO DE BENEDETTI S.P.A.,,,1.0,0
2014,no-esg,CIR-COMPAGNIE INDUSTRIALI RIUNITE SPA,,,1.0,0
2014,no-esg,"BEIJING CAPITAL INTERNATIONAL AIRPORT CO., LTD.",,,1.0,0
2014,no-esg,"BEIJING CAPITAL INTERNATIONAL AIRPORT CO., LTD.",,,1.0,0
2014,no-esg,"BEIJING CAPITAL INTERNATIONAL AIRPORT CO., LTD.",,,1.0,0
2014,no-esg,"BEIJING CAPITAL INTERNATIONAL AIRPORT CO., LTD.",,,1.0,0
2014,no-esg,"BEIJING CAPITAL INTERNATIONAL AIRPORT CO., LTD.",,,1.0,0
2014,no-esg,"BEIJING CAPITAL INTERNATIONAL AIRPORT CO., LTD.",,,1.0,0
2014,no-esg,"BEIJING CAPITAL INTERNATIONAL AIRPORT CO., LTD.",,,1.0,0
2014,no-esg,"HUBEI SANONDA CO., LTD.",,,0.0,0
2014,gg,LIVZON PHARMACEUTICAL GROUP INC,,,0.0,0
2014,no-esg,"BEIJING CAPITAL INTERNATIONAL AIRPORT CO., LTD.",,,1.0,0
2014,no-esg,"BEIJING CAPITAL INTERNATIONAL AIRPORT CO., LTD.",,,1.0,0
2014,no-esg,"BEIJING CAPITAL INTERNATIONAL AIRPORT CO., LTD.",,,1.0,0
2014,no-esg,"BEIJING CAPITAL INTERNATIONAL AIRPORT CO., LTD.",,,1.0,0
2014,no-esg,"BEIJING CAPITAL INTERNATIONAL AIRPORT CO., LTD.",,,1.0,0
2014,no-esg,"BEIJING CAPITAL INTERNATIONAL AIRPORT CO., LTD.",,,1.0,0
2014,no-esg,"BEIJING CAPITAL INTERNATIONAL AIRPORT CO., LTD.",,,1.0,0
2014,no-esg,"BEIJING CAPITAL INTERNATIONAL AIRPORT CO., LTD.",,,1.0,0
2014,no-esg,"BEIJING CAPITAL INTERNATIONAL AIRPORT CO., LTD.",,,1.0,0
2014,no-esg,"BEIJING CAPITAL INTERNATIONAL AIRPORT CO., LTD.",,,1.0,0
2014,no-esg,MICROPORT SCIENTIFIC CORP,,,1.0,0
2014,gg,"BEIJING CAPITAL INTERNATIONAL AIRPORT CO., LTD.",,,1.0,0
2014,gg,"BEIJING CAPITAL INTERNATIONAL AIRPORT CO., LTD.",,,1.0,0
2014,no-esg,"FIRST TRACTOR CO., LTD.",,,1.0,0
2014,no-esg,CIECH SA,,,0.0,-1
2014,no-esg,CIECH SA,,,0.0,-1
2014,no-esg,THE JEAN COUTU GROUP (PJC) INC.,JCOUF,,0.0,0
2014,no-esg,ROC OIL COMPANY LTD.,,,0.0,-1
2014,gg,ASPEN INSURANCE HOLDINGS LIMITED,AHL,other,0.0,0
2014,gg,ASPEN INSURANCE HOLDINGS LIMITED,AHL,other,0.0,0
2014,gg,ASPEN INSURANCE HOLDINGS LIMITED,AHL,other,0.0,1
2014,gg,ASPEN INSURANCE HOLDINGS LIMITED,AHL,other,0.0,1
2014,env,SAFEWAY INC.,SWY,Special Interest,0.0,0
2014,env,SAFEWAY INC.,SWY,SRI fund,0.0,0
2014,no-esg,CLEVELAND-CLIFFS INC.,CLF,,0.0,-1
2014,no-esg,CLEVELAND-CLIFFS INC.,CLF,,0.0,-1
2014,no-esg,CLEVELAND-CLIFFS INC.,CLF,,0.0,-1
2014,no-esg,CLEVELAND-CLIFFS INC.,CLF,,0.0,-1
2014,no-esg,CLEVELAND-CLIFFS INC.,CLF,,0.0,-1
2014,no-esg,CLEVELAND-CLIFFS INC.,CLF,,0.0,-1
2014,gg,MCKESSON CORPORATION,MCK,Individual,0.0,0
2014,no-esg,MCKESSON CORPORATION,MCK,fund,0.0,0
2014,soc,"ORBITAL ATK, INC.",OA,public pension,0.0,0
2014,soc,MCKESSON CORPORATION,MCK,union,0.0,0
2014,no-esg,SHANGHAI HUAYI GROUP CORP LTD.,,,1.0,0
2014,no-esg,SHANGHAI HUAYI GROUP CORP LTD.,,,1.0,0
2014,no-esg,SHANGHAI HUAYI GROUP CORP LTD.,,,1.0,0
2014,no-esg,"SHANGHAI ELECTRIC GROUP CO., LTD.",,,0.0,0
2014,no-esg,"SHANGHAI ELECTRIC GROUP CO., LTD.",,,0.0,0
2014,gg,"AIRGAS, INC.",ARG,union,1.0,1
2014,gg,"AIRGAS, INC.",ARG,public pension,1.0,0
2014,no-esg,SPRINT CORPORATION,S,Individual,0.0,0
2014,soc,SPRINT CORPORATION,S,fund,0.0,0
2014,no-esg,RALPH LAUREN CORPORATION,RL,union,0.0,0
2014,no-esg,INDIABULLS HOUSING FINANCE LTD.,,,1.0,0
2014,no-esg,INDIABULLS HOUSING FINANCE LTD.,,,0.0,-1
2014,no-esg,INDIABULLS HOUSING FINANCE LTD.,,,1.0,0
2014,no-esg,INDIABULLS HOUSING FINANCE LTD.,,,1.0,0
2014,no-esg,INDIABULLS HOUSING FINANCE LTD.,,,1.0,0
2014,no-esg,PRECISION CASTPARTS CORP.,PCP,union,0.0,0
2014,no-esg,WATERLAND FINANCIAL HOLDINGS CO.,,,0.0,-1
2014,gg,TELEKOM AUSTRIA AG,TKAGY,,1.0,0
2014,no-esg,TELEKOM AUSTRIA AG,TKAGY,,1.0,0
2014,no-esg,TELEKOM AUSTRIA AG,TKAGY,,1.0,0
2014,no-esg,TELEKOM AUSTRIA AG,TKAGY,,1.0,0
2014,no-esg,TELEKOM AUSTRIA AG,TKAGY,,1.0,0
2014,no-esg,TELEKOM AUSTRIA AG,TKAGY,,1.0,0
2014,no-esg,TELEKOM AUSTRIA AG,TKAGY,,1.0,0
2014,no-esg,TELEKOM AUSTRIA AG,TKAGY,,1.0,0
